FormCode	Subtype	ProcessingCenter	ExpectedProcessingTime	ServiceRequestDate	UpdatedByUSCIS
I-130	U.S. citizen filing for... son or daughter over 21	TEXAS	7 Months - 9 Months	February 15, 2020	October 28, 2020
I-130	U.S. citizen filing for... son or daughter over 21	VERMONT	39.5 Months - 51.5 Months	July 31, 2016	October 28, 2020
I-130	U.S. citizen filing for... son or daughter over 21	VERMONT	62.5 Months - 81.5 Months	February 02, 2014	October 28, 2020
I-130	U.S. citizen filing for...arent, or child under 21	CALIFORNIA	13 Months - 17 Months	June 16, 2019	October 28, 2020
I-130	U.S. citizen filing for...arent, or child under 21	NEBRASKA	6.5 Months - 8.5 Months	February 28, 2020	October 28, 2020
I-130	U.S. citizen filing for...arent, or child under 21	POTOMAC	19 Months - 24.5 Months	October 26, 2018	October 28, 2020
I-130	U.S. citizen filing for...arent, or child under 21	TEXAS	7 Months - 9 Months	February 15, 2020	October 28, 2020
I-130	U.S. citizen filing for...arent, or child under 21	VERMONT	23 Months - 30 Months	May 18, 2018	October 28, 2020
I-131	All other applicants for advance parole	CALIFORNIA	4.5 Months - 6.5 Months	May 07, 2020	October 28, 2020
I-131	All other applicants for advance parole	NATIONAL	2.5 Months - 5 Months	June 10, 2020	October 28, 2020
I-131	All other applicants for advance parole	NEBRASKA	2.5 Months - 5 Months	June 10, 2020	October 28, 2020
I-131	All other applicants for advance parole	TEXAS	3.5 Months - 5.5 Months	June 05, 2020	October 28, 2020
I-131	All other applicants for advance parole	VERMONT	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-131	Haitian Refugee Immigra...lying for advance parole	NEBRASKA	2.5 Months - 5 Months	June 10, 2020	October 28, 2020
I-131	Haitian Refugee Immigra...lying for advance parole	NEBRASKA	2.5 Months - 5 Months	June 10, 2020	October 28, 2020
I-131	Haitian Refugee Immigra...lying for advance parole	TEXAS	3.5 Months - 5.5 Months	June 05, 2020	October 28, 2020
I-131	Haitian Refugee Immigra...lying for advance parole	TEXAS	3.5 Months - 5.5 Months	June 05, 2020	October 28, 2020
I-131	Permanent resident applying for a re-entry permit	NEBRASKA	5.5 Months - 7.5 Months	April 04, 2020	October 28, 2020
I-131	Permanent resident applying for a re-entry permit	TEXAS	1.5 Months - 5 Months	June 10, 2020	October 28, 2020
I-131	Refugee or asylee apply... refugee travel document	NEBRASKA	5.5 Months - 7.5 Months	April 04, 2020	October 28, 2020
I-131	Refugee or asylee apply... refugee travel document	TEXAS	1.5 Months - 5 Months	June 10, 2020	October 28, 2020
I-140	Advanced degree or exce...al Interest Waiver (NIW)	NEBRASKA	6.5 Months - 8.5 Months	March 03, 2020	October 28, 2020
I-140	Advanced degree or exce...al Interest Waiver (NIW)	TEXAS	13 Months - 17 Months	June 14, 2019	October 28, 2020
I-140	Advanced degree or exceptional ability (E21)	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Advanced degree or exceptional ability (E21)	TEXAS	6 Months - 8 Months	March 12, 2020	October 28, 2020
I-140	Extraordinary ability (E11)	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Extraordinary ability (E11)	TEXAS	14 Months - 18 Months	May 18, 2019	October 28, 2020
I-140	Multinational executive or manager (E13)	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Multinational executive or manager (E13)	TEXAS	9 Months - 11.5 Months	November 28, 2019	October 28, 2020
I-140	Outstanding professor or researcher (E12)	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Outstanding professor or researcher (E12)	TEXAS	6 Months - 8 Months	March 12, 2020	October 28, 2020
I-140	Schedule A Nurses	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Schedule A Nurses	TEXAS	6 Months - 8 Months	March 12, 2020	October 28, 2020
I-140	Skilled worker or professional (E31; E32)	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Skilled worker or professional (E31; E32)	TEXAS	6 Months - 8 Months	March 12, 2020	October 28, 2020
I-140	Unskilled worker (EW3)	NEBRASKA	4.5 Months - 6.5 Months	May 02, 2020	October 28, 2020
I-140	Unskilled worker (EW3)	TEXAS	15 Months - 19 Months	April 12, 2019	October 28, 2020
I-212	Readmission after deportation or removal	NEBRASKA	4 Months - 6 Months	May 11, 2020	October 28, 2020
I-360	All other special immigrants	CALIFORNIA	11.5 Months - 15 Months	August 17, 2019	October 28, 2020
I-360	All other special immigrants	NEBRASKA	4 Months - 7 Months	April 11, 2020	October 28, 2020
I-360	All other special immigrants	VERMONT	15.5 Months - 20 Months	March 23, 2019	October 28, 2020
I-360	Violence Against Women Act (VAWA)	VERMONT	16.5 Months - 21.5 Months	February 06, 2019	October 28, 2020
I-485	Based on an approved T Visa	VERMONT	18 Months - 23.5 Months	December 02, 2018	October 28, 2020
I-485	Based on an approved U Visa	VERMONT	13.5 Months - 32.5 Months	March 07, 2018	October 28, 2020
I-485	Based on grant of asylum more than 1 year ago	NEBRASKA	14 Months - 45 Months	February 14, 2017	October 28, 2020
I-485	Based on grant of asylum more than 1 year ago	TEXAS	14 Months - 45 Months	February 14, 2017	October 28, 2020
I-485	Based on refugee admission more than 1 year ago	NEBRASKA	7 Months - 17 Months	June 17, 2019	October 28, 2020
I-485	Employment-based adjustment applications	CALIFORNIA	10 Months - 23.5 Months	November 29, 2018	October 28, 2020
I-485	Employment-based adjustment applications	NEBRASKA	10 Months - 23.5 Months	November 29, 2018	October 28, 2020
I-485	Employment-based adjustment applications	TEXAS	10 Months - 23.5 Months	November 29, 2018	October 28, 2020
I-485	Under HRIFA, Indochines...ly Equity Act, or NACARA	NEBRASKA	7.5 Months - 48.5 Months	November 01, 2016	October 28, 2020
I-539	All other change-of-status applications	CALIFORNIA	14 Months - 18.5 Months	May 09, 2019	October 28, 2020
I-539	All other change-of-status applications	NEBRASKA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	All other change-of-status applications	POTOMAC	5.5 Months - 7.5 Months	April 01, 2020	October 28, 2020
I-539	All other change-of-status applications	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	All other change-of-status applications	VERMONT	6 Months - 8 Months	March 21, 2020	October 28, 2020
I-539	All other extension applications	CALIFORNIA	12.5 Months - 16 Months	July 21, 2019	October 28, 2020
I-539	All other extension applications	NATIONAL	3.5 Months - 5.5 Months	May 27, 2020	October 28, 2020
I-539	All other extension applications	NEBRASKA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	All other extension applications	POTOMAC	5.5 Months - 7.5 Months	April 01, 2020	October 28, 2020
I-539	All other extension applications	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	All other extension applications	VERMONT	6 Months - 8 Months	March 21, 2020	October 28, 2020
I-539	Change Status to the J exchange visitor category	CALIFORNIA	13 Months - 16.5 Months	June 25, 2019	October 28, 2020
I-539	Change Status to the J exchange visitor category	NEBRASKA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	Change Status to the J exchange visitor category	POTOMAC	5.5 Months - 7.5 Months	April 01, 2020	October 28, 2020
I-539	Change Status to the J exchange visitor category	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Change Status to the J exchange visitor category	VERMONT	6 Months - 8 Months	March 21, 2020	October 28, 2020
I-539	Change of status to H dependents	CALIFORNIA	16 Months - 20.5 Months	March 01, 2019	October 28, 2020
I-539	Change of status to H dependents	NEBRASKA	5.5 Months - 7.5 Months	March 27, 2020	October 28, 2020
I-539	Change of status to H dependents	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Change of status to H dependents	VERMONT	5.5 Months - 7.5 Months	March 28, 2020	October 28, 2020
I-539	Change of status to L dependents	CALIFORNIA	8 Months - 10 Months	January 10, 2020	October 28, 2020
I-539	Change of status to L dependents	NEBRASKA	5 Months - 7 Months	April 11, 2020	October 28, 2020
I-539	Change of status to L dependents	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Change of status to L dependents	VERMONT	5.5 Months - 7.5 Months	March 28, 2020	October 28, 2020
I-539	Change status to the F ...ional student categories	CALIFORNIA	9.5 Months - 12.5 Months	November 03, 2019	October 28, 2020
I-539	Change status to the F ...ional student categories	NEBRASKA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	Change status to the F ...ional student categories	POTOMAC	5.5 Months - 7.5 Months	April 01, 2020	October 28, 2020
I-539	Change status to the F ...ional student categories	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Change status to the F ...ional student categories	VERMONT	6 Months - 8 Months	March 21, 2020	October 28, 2020
I-539	Extension of stay as T nonimmigrant	VERMONT	9.5 Months - 12 Months	November 15, 2019	October 28, 2020
I-539	Extension of stay as U nonimmigrant	VERMONT	6.5 Months - 8.5 Months	March 07, 2020	October 28, 2020
I-539	Extension of stay for F...c or vocational students	CALIFORNIA	8 Months - 10.5 Months	January 03, 2020	October 28, 2020
I-539	Extension of stay for F...c or vocational students	NEBRASKA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	Extension of stay for F...c or vocational students	POTOMAC	5.5 Months - 7.5 Months	April 01, 2020	October 28, 2020
I-539	Extension of stay for F...c or vocational students	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Extension of stay for F...c or vocational students	VERMONT	6 Months - 8 Months	March 21, 2020	October 28, 2020
I-539	Extension of stay for H dependents	CALIFORNIA	15.5 Months - 20 Months	March 17, 2019	October 28, 2020
I-539	Extension of stay for H dependents	NEBRASKA	5.5 Months - 7.5 Months	March 27, 2020	October 28, 2020
I-539	Extension of stay for H dependents	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Extension of stay for H dependents	VERMONT	5.5 Months - 7.5 Months	March 28, 2020	October 28, 2020
I-539	Extension of stay for J exchange visitors	CALIFORNIA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	Extension of stay for J exchange visitors	NEBRASKA	4.5 Months - 6.5 Months	April 25, 2020	October 28, 2020
I-539	Extension of stay for J exchange visitors	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Extension of stay for J exchange visitors	VERMONT	6 Months - 8 Months	March 21, 2020	October 28, 2020
I-539	Extension of stay for L dependents	CALIFORNIA	10 Months - 13 Months	October 24, 2019	October 28, 2020
I-539	Extension of stay for L dependents	NEBRASKA	5 Months - 7 Months	April 11, 2020	October 28, 2020
I-539	Extension of stay for L dependents	TEXAS	6.5 Months - 8.5 Months	February 25, 2020	October 28, 2020
I-539	Extension of stay for L dependents	VERMONT	5.5 Months - 7.5 Months	March 28, 2020	October 28, 2020
I-600	U.S. citizen filing to adopt an orphan	NATIONAL	3.5 Months - 5.5 Months	May 27, 2020	October 28, 2020
I-600A	U.S. citizen who plans ...opt a foreign-born child	NATIONAL	3.5 Months - 5.5 Months	May 27, 2020	October 28, 2020
I-601	Waiver of Grounds of Inadmissibility	NEBRASKA	4 Months - 6 Months	May 11, 2020	October 28, 2020
I-601A	Provisional Waiver of Unlawful Presence	NEBRASKA	13.5 Months - 17 Months	June 10, 2019	October 28, 2020
I-601A	Provisional Waiver of Unlawful Presence	POTOMAC	17.5 Months - 22.5 Months	December 28, 2018	October 28, 2020
I-612	Application for a waive... hardship or persecution	CALIFORNIA	10 Months - 13 Months	October 11, 2019	October 28, 2020
I-612	Application for a waive... hardship or persecution	VERMONT	4 Months - 6 Months	May 11, 2020	October 28, 2020
I-730	Petition for accompanyi...f a refugee or an asylee	NEBRASKA	13 Months - 16.5 Months	June 29, 2019	October 28, 2020
I-730	Petition for accompanyi...f a refugee or an asylee	TEXAS	23 Months - 30 Months	May 17, 2018	October 28, 2020
I-751	Removal of lawful perma...ful permanent residents)	CALIFORNIA	18 Months - 29 Months	June 18, 2018	October 28, 2020
I-751	Removal of lawful perma...ful permanent residents)	NEBRASKA	13.5 Months - 28.5 Months	July 05, 2018	October 28, 2020
I-751	Removal of lawful perma...ful permanent residents)	POTOMAC	17 Months - 19 Months	April 11, 2019	October 28, 2020
I-751	Removal of lawful perma...ful permanent residents)	TEXAS	5 Months - 19.5 Months	March 30, 2019	October 28, 2020
I-751	Removal of lawful perma...ful permanent residents)	VERMONT	10.5 Months - 17.5 Months	June 05, 2019	October 28, 2020
I-765	All other applications ...employment authorization	CALIFORNIA	12 Months - 15.5 Months	August 03, 2019	October 28, 2020
I-765	All other applications ...employment authorization	NATIONAL	4.5 Months - 6.5 Months	May 01, 2020	October 28, 2020
I-765	All other applications ...employment authorization	NEBRASKA	5 Months - 7 Months	April 23, 2020	October 28, 2020
I-765	All other applications ...employment authorization	POTOMAC	3.5 Months - 5.5 Months	June 02, 2020	October 28, 2020
I-765	All other applications ...employment authorization	TEXAS	2 Months - 5 Months	June 10, 2020	October 28, 2020
I-765	All other applications ...employment authorization	VERMONT	4 Months - 6 Months	May 23, 2020	October 28, 2020
I-765	Based on TPS for El Salvador [(c)(19), (a)(12)]	VERMONT	5 Months - 7 Months	April 18, 2020	October 28, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	CALIFORNIA	5.5 Months - 7.5 Months	April 01, 2020	October 28, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	NATIONAL	4.5 Months - 6.5 Months	May 01, 2020	October 28, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	NEBRASKA	5 Months - 7 Months	April 23, 2020	October 28, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	TEXAS	2 Months - 5 Months	June 10, 2020	October 28, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	VERMONT	4.5 Months - 6 Months	May 09, 2020	October 28, 2020
I-765	Based on a pending asylum application [(c)(8)]	NEBRASKA	4.5 Months - 6.5 Months	April 27, 2020	October 28, 2020
I-765	Based on a pending asylum application [(c)(8)]	POTOMAC	3.5 Months - 5.5 Months	June 05, 2020	October 28, 2020
I-765	Based on a pending asylum application [(c)(8)]	TEXAS	2 Months - 4 Months	July 22, 2020	October 28, 2020
I-765	Based on a request by a...cademic student [(c)(3)]	POTOMAC	3.5 Months - 5.5 Months	June 05, 2020	October 28, 2020
I-765	Based on an approved asylum application [(a)(5)]	NEBRASKA	4.5 Months - 6.5 Months	April 27, 2020	October 28, 2020
I-765	Based on an approved, c... filed, I-821D [(c)(33)]	VERMONT	10.5 Months - 13.5 Months	September 30, 2019	October 28, 2020
I-765	Haiti extension	CALIFORNIA	3 Months - 5 Months	June 10, 2020	October 28, 2020
I-765V	Abused spouse of an A, E-3, G, or H nonimmigrant	VERMONT	3 Months - 5 Months	June 10, 2020	October 28, 2020
I-800	Petition to Classify Co...as an Immediate Relative	NATIONAL	3.5 Months - 5.5 Months	May 27, 2020	October 28, 2020
I-800A	Application for Determi...rom a Convention Country	NATIONAL	3.5 Months - 5.5 Months	May 27, 2020	October 28, 2020
I-817	Voluntary departure under the family unity program	NATIONAL	9.5 Months - 32.5 Months	March 06, 2018	October 28, 2020
I-817	Voluntary departure under the family unity program	TEXAS	9.5 Months - 32.5 Months	March 06, 2018	October 28, 2020
I-821	El Salvador extension	NEBRASKA	5 Months - 7 Months	April 23, 2020	October 28, 2020
I-821	El Salvador extension	VERMONT	8 Months - 10 Months	January 08, 2020	October 28, 2020
I-821	El Salvador initial or late filing	NEBRASKA	5 Months - 7 Months	April 23, 2020	October 28, 2020
I-821	El Salvador initial or late filing	VERMONT	8 Months - 10 Months	January 08, 2020	October 28, 2020
I-821	Haiti extension	CALIFORNIA	3 Months - 5 Months	June 10, 2020	October 28, 2020
I-821	Haiti initial or late filing	CALIFORNIA	3 Months - 5 Months	June 10, 2020	October 28, 2020
I-821	Honduras and Nicaragua extension	NEBRASKA	5 Months - 7 Months	April 23, 2020	October 28, 2020
I-821	Honduras and Nicaragua extension	VERMONT	8 Months - 10 Months	January 08, 2020	October 28, 2020
I-821	Honduras and Nicaragua initial or late filing	NEBRASKA	5 Months - 7 Months	April 23, 2020	October 28, 2020
I-821	Honduras and Nicaragua initial or late filing	VERMONT	8 Months - 10 Months	January 08, 2020	October 28, 2020
I-821D	Renewal	NEBRASKA	2 Months - 5.5 Months	May 26, 2020	October 28, 2020
I-821D	Renewal	VERMONT	11 Months - 14 Months	September 12, 2019	October 28, 2020
I-821D	Request for Deferred Action	CALIFORNIA	10.5 Months - 14 Months	September 21, 2019	October 28, 2020
I-821D	Request for Deferred Action	NEBRASKA	6 Months - 8 Months	March 12, 2020	October 28, 2020
I-821D	Request for Deferred Action	VERMONT	10.5 Months - 14 Months	September 21, 2019	October 28, 2020
I-824	To request further acti... application or petition	CALIFORNIA	4.5 Months - 15.5 Months	August 08, 2019	October 28, 2020
I-824	To request further acti... application or petition	NATIONAL	4.5 Months - 15.5 Months	August 08, 2019	October 28, 2020
I-824	To request further acti... application or petition	NEBRASKA	4.5 Months - 15.5 Months	August 08, 2019	October 28, 2020
I-824	To request further acti... application or petition	TEXAS	4.5 Months - 15.5 Months	August 08, 2019	October 28, 2020
I-824	To request further acti... application or petition	VERMONT	4.5 Months - 15.5 Months	August 08, 2019	October 28, 2020
I-90	10-year renewal	POTOMAC	6 Months - 7.5 Months	March 24, 2020	October 28, 2020
I-90	Initial issuance or replacement	POTOMAC	4 Months - 14.5 Months	August 26, 2019	October 28, 2020
I-914	Provide temporary immig...ns, and immediate family	VERMONT	18.5 Months - 29 Months	June 24, 2018	October 28, 2020
I-918	Provide temporary immig...ting List Determination)	NEBRASKA	57 Months - 57.5 Months	February 05, 2016	October 28, 2020
I-918	Provide temporary immig...ting List Determination)	VERMONT	57 Months - 57.5 Months	February 05, 2016	October 28, 2020
I-929	Family member of U nonimmigrant	VERMONT	11 Months - 14 Months	September 12, 2019	October 28, 2020
N-565	U.S. citizen applying f... citizenship certificate	NEBRASKA	15 Months - 19.5 Months	March 30, 2019	October 28, 2020
