FormCode	Subtype	ProcessingCenter	ExpectedProcessingTime	ServiceRequestDate	UpdatedByUSCIS
I-751	Removal of lawful perma...ful permanent residents)	TEXAS	15 Months - 18 Months	December 12, 2018	May 08, 2020
I-751	Removal of lawful perma...ful permanent residents)	VERMONT	12.5 Months - 19 Months	November 14, 2018	May 08, 2020
I-765	All other applications ...employment authorization	CALIFORNIA	7 Months - 9 Months	September 12, 2019	May 08, 2020
I-765	All other applications ...employment authorization	NATIONAL	8 Months - 10.5 Months	August 01, 2019	May 08, 2020
I-765	All other applications ...employment authorization	NEBRASKA	4.5 Months - 6.5 Months	November 27, 2019	May 08, 2020
I-765	All other applications ...employment authorization	POTOMAC	5 Weeks - 5 Months	January 11, 2020	May 08, 2020
I-765	All other applications ...employment authorization	TEXAS	4 Weeks - 5 Months	January 11, 2020	May 08, 2020
I-765	All other applications ...employment authorization	VERMONT	5.5 Months - 7.5 Months	October 28, 2019	May 08, 2020
I-765	Based on TPS for El Salvador [(c)(19), (a)(12)]	VERMONT	5.5 Months - 7.5 Months	October 28, 2019	May 08, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	CALIFORNIA	3 Months - 5 Months	January 10, 2020	May 08, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	NATIONAL	6 Months - 8 Months	October 11, 2019	May 08, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	NEBRASKA	4.5 Months - 6.5 Months	November 27, 2019	May 08, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	TEXAS	4 Weeks - 5 Months	January 11, 2020	May 08, 2020
I-765	Based on a pending I-48...ent application [(c)(9)]	VERMONT	5 Months - 7 Months	November 11, 2019	May 08, 2020
I-765	Based on a pending asylum application [(c)(8)]	NEBRASKA	2.5 Months - 4.5 Months	January 25, 2020	May 08, 2020
I-765	Based on a pending asylum application [(c)(8)]	POTOMAC	5 Weeks - 3 Months	March 13, 2020	May 08, 2020
I-765	Based on a pending asylum application [(c)(8)]	TEXAS	4 Weeks - 3 Months	March 16, 2020	May 08, 2020
I-765	Based on a request by a...cademic student [(c)(3)]	POTOMAC	5 Weeks - 5 Months	January 11, 2020	May 08, 2020
I-765	Based on a request by a...cademic student [(c)(3)]	TEXAS	4 Weeks - 5 Months	January 11, 2020	May 08, 2020
I-765	Based on an approved asylum application [(a)(5)]	NEBRASKA	3 Months - 5 Months	January 11, 2020	May 08, 2020
I-765	Based on an approved, c... filed, I-821D [(c)(33)]	VERMONT	5.5 Months - 7.5 Months	October 28, 2019	May 08, 2020
I-765	Haiti extension	CALIFORNIA	3 Months - 5 Months	January 10, 2020	May 08, 2020
I-765V	Abused spouse of an A, E-3, G, or H nonimmigrant	VERMONT	3 Months - 5 Months	January 11, 2020	May 08, 2020
I-800	Petition to Classify Co...as an Immediate Relative	NATIONAL	2.5 Months - 4.5 Months	January 25, 2020	May 08, 2020
I-800A	Application for Determi...rom a Convention Country	NATIONAL	2.5 Months - 4.5 Months	January 25, 2020	May 08, 2020
I-817	Voluntary departure under the family unity program	NATIONAL	5.5 Months - 19 Months	November 14, 2018	May 08, 2020
I-817	Voluntary departure under the family unity program	TEXAS	5.5 Months - 19 Months	November 14, 2018	May 08, 2020
I-821	El Salvador extension	NEBRASKA	5.5 Months - 7.5 Months	October 27, 2019	May 08, 2020
I-821	El Salvador extension	VERMONT	4.5 Months - 6.5 Months	December 02, 2019	May 08, 2020
I-821	El Salvador initial or late filing	NEBRASKA	5.5 Months - 7.5 Months	October 27, 2019	May 08, 2020
I-821	El Salvador initial or late filing	VERMONT	4.5 Months - 6.5 Months	December 02, 2019	May 08, 2020
I-821	Haiti extension	CALIFORNIA	3 Months - 5 Months	January 10, 2020	May 08, 2020
I-821	Haiti initial or late filing	CALIFORNIA	3 Months - 5 Months	January 10, 2020	May 08, 2020
I-821	Honduras and Nicaragua extension	NEBRASKA	5.5 Months - 7.5 Months	October 27, 2019	May 08, 2020
I-821	Honduras and Nicaragua extension	VERMONT	4.5 Months - 6.5 Months	December 02, 2019	May 08, 2020
I-821	Honduras and Nicaragua initial or late filing	NEBRASKA	5.5 Months - 7.5 Months	October 27, 2019	May 08, 2020
I-821	Honduras and Nicaragua initial or late filing	VERMONT	4.5 Months - 6.5 Months	December 02, 2019	May 08, 2020
I-821D	Renewal	NEBRASKA	5 Months - 7 Months	November 13, 2019	May 08, 2020
I-821D	Renewal	VERMONT	5 Months - 7 Months	November 18, 2019	May 08, 2020
I-821D	Request for Deferred Action	CALIFORNIA	29 Months - 37.5 Months	April 26, 2017	May 08, 2020
I-821D	Request for Deferred Action	NEBRASKA	6 Months - 8 Months	October 13, 2019	May 08, 2020
I-821D	Request for Deferred Action	VERMONT	5 Months - 6.5 Months	November 25, 2019	May 08, 2020
I-824	To request further acti... application or petition	CALIFORNIA	7 Months - 12 Months	June 13, 2019	May 08, 2020
I-824	To request further acti... application or petition	NATIONAL	7 Months - 12 Months	June 13, 2019	May 08, 2020
I-824	To request further acti... application or petition	NEBRASKA	7 Months - 12 Months	June 13, 2019	May 08, 2020
I-824	To request further acti... application or petition	TEXAS	7 Months - 12 Months	June 13, 2019	May 08, 2020
I-824	To request further acti... application or petition	VERMONT	7 Months - 12 Months	June 13, 2019	May 08, 2020
I-90	10-year renewal	POTOMAC	12 Months - 13 Months	May 12, 2019	May 08, 2020
I-90	Initial issuance or replacement	POTOMAC	6.5 Months - 11.5 Months	July 01, 2019	May 08, 2020
I-914	Provide temporary immig...ns, and immediate family	VERMONT	20 Months - 27.5 Months	March 05, 2018	May 08, 2020
I-918	Provide temporary immig...ting List Determination)	NEBRASKA	55.5 Months - 56 Months	October 25, 2015	May 08, 2020
I-918	Provide temporary immig...ting List Determination)	VERMONT	55.5 Months - 56 Months	October 25, 2015	May 08, 2020
I-929	Family member of U nonimmigrant	VERMONT	12.5 Months - 16.5 Months	February 08, 2019	May 08, 2020
N-565	U.S. citizen applying f... citizenship certificate	NEBRASKA	17 Months - 21.5 Months	August 26, 2018	May 08, 2020
N-565	U.S. citizen applying f... citizenship certificate	TEXAS	6 Months - 8 Months	October 13, 2019	May 08, 2020
