I-131	141B-OTH	CALIFORNIA_SERVICE_CENTER	December 24, 2019	May 08, 2020
I-131	141B-OTH	NEBRASKA_SERVICE_CENTER	October 25, 2019	May 08, 2020
I-131	141B-OTH	TEXAS_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-131	141B-OTH	VERMONT_SERVICE_CENTER	November 01, 2019	May 08, 2020
I-140	136A-E11	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-E11	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-E12	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-E12	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-E13	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-E13	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-E21	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-E21	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-E31	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-E31	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-EW3	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-EW3	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-NIW	NEBRASKA_SERVICE_CENTER	October 08, 2019	May 08, 2020
I-140	136A-NIW	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-140	136A-NUR	NEBRASKA_SERVICE_CENTER	October 23, 2019	May 08, 2020
I-140	136A-NUR	TEXAS_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-212	144B	NEBRASKA_SERVICE_CENTER	October 08, 2019	May 08, 2020
I-360	135B	CALIFORNIA_SERVICE_CENTER	September 23, 2019	May 08, 2020
I-360	135B	NEBRASKA_SERVICE_CENTER	October 26, 2019	May 08, 2020
I-360	135B	VERMONT_SERVICE_CENTER	February 27, 2019	May 08, 2020
I-360	135C	VERMONT_SERVICE_CENTER	June 08, 2018	May 08, 2020
I-485	I-485 All Other	NEBRASKA_SERVICE_CENTER	January 29, 2015	May 08, 2020
I-485	I-485 Asylee	NEBRASKA_SERVICE_CENTER	November 05, 2017	May 08, 2020
I-485	I-485 Asylee	TEXAS_SERVICE_CENTER	November 05, 2017	May 08, 2020
I-485	I-485 Employment	CALIFORNIA_SERVICE_CENTER	February 08, 2018	May 08, 2020
I-485	I-485 Employment	NEBRASKA_SERVICE_CENTER	February 08, 2018	May 08, 2020
I-485	I-485 Employment	TEXAS_SERVICE_CENTER	February 08, 2018	May 08, 2020
I-485	I-485 Refugee	NEBRASKA_SERVICE_CENTER	April 13, 2019	May 08, 2020
I-485	I-485 Tvisa	VERMONT_SERVICE_CENTER	October 02, 2018	May 08, 2020
I-485	I-485 Uvisa	VERMONT_SERVICE_CENTER	September 15, 2018	May 08, 2020
I-539	139-T	VERMONT_SERVICE_CENTER	July 08, 2019	May 08, 2020
I-539	139-U	VERMONT_SERVICE_CENTER	October 11, 2019	May 08, 2020
I-539	139A-FM	CALIFORNIA_SERVICE_CENTER	November 23, 2019	May 08, 2020
I-539	139A-FM	POTOMAC_SERVICE_CENTER	November 28, 2019	May 08, 2020
I-539	139A-FM	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139A-FM	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139A-H	CALIFORNIA_SERVICE_CENTER	May 07, 2019	May 08, 2020
I-539	139A-H	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139A-HL	NEBRASKA_SERVICE_CENTER	October 18, 2019	May 08, 2020
I-539	139A-HL	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139A-J	CALIFORNIA_SERVICE_CENTER	January 08, 2020	May 08, 2020
I-539	139A-J	POTOMAC_SERVICE_CENTER	November 28, 2019	May 08, 2020
I-539	139A-J	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139A-J	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139A-L	CALIFORNIA_SERVICE_CENTER	November 12, 2019	May 08, 2020
I-539	139A-L	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139A-OTH	CALIFORNIA_SERVICE_CENTER	June 14, 2019	May 08, 2020
I-539	139A-OTH	POTOMAC_SERVICE_CENTER	November 28, 2019	May 08, 2020
I-539	139A-OTH	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139A-OTH	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139B-FM	CALIFORNIA_SERVICE_CENTER	January 08, 2020	May 08, 2020
I-539	139B-FM	POTOMAC_SERVICE_CENTER	November 28, 2019	May 08, 2020
I-539	139B-FM	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139B-FM	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139B-H	CALIFORNIA_SERVICE_CENTER	September 07, 2019	May 08, 2020
I-539	139B-H	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139B-HL	NEBRASKA_SERVICE_CENTER	October 18, 2019	May 08, 2020
I-539	139B-HL	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139B-J	CALIFORNIA_SERVICE_CENTER	January 08, 2020	May 08, 2020
I-539	139B-J	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139B-J	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-539	139B-L	CALIFORNIA_SERVICE_CENTER	November 30, 2019	May 08, 2020
I-539	139B-L	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139B-OTH	CALIFORNIA_SERVICE_CENTER	May 03, 2019	May 08, 2020
I-539	139B-OTH	POTOMAC_SERVICE_CENTER	November 28, 2019	May 08, 2020
I-539	139B-OTH	TEXAS_SERVICE_CENTER	September 04, 2019	May 08, 2020
I-539	139B-OTH	VERMONT_SERVICE_CENTER	September 27, 2019	May 08, 2020
I-601	144AB	NEBRASKA_SERVICE_CENTER	October 08, 2019	May 08, 2020
I-601A	144AC	NEBRASKA_SERVICE_CENTER	May 10, 2019	May 08, 2020
I-601A	144AC	POTOMAC_SERVICE_CENTER	January 13, 2019	May 08, 2020
I-612	144A	CALIFORNIA_SERVICE_CENTER	November 23, 2019	May 08, 2020
I-612	144A	VERMONT_SERVICE_CENTER	November 25, 2019	May 08, 2020
I-730	145	NEBRASKA_SERVICE_CENTER	April 01, 2019	May 08, 2020
I-730	145	TEXAS_SERVICE_CENTER	July 02, 2017	May 08, 2020
I-751	148A	CALIFORNIA_SERVICE_CENTER	February 16, 2018	May 08, 2020
I-751	148A	NEBRASKA_SERVICE_CENTER	February 16, 2018	May 08, 2020
I-751	148A	POTOMAC_SERVICE_CENTER	November 09, 2018	May 08, 2020
I-751	148A	TEXAS_SERVICE_CENTER	November 25, 2018	May 08, 2020
I-751	148A	VERMONT_SERVICE_CENTER	October 28, 2018	May 08, 2020
I-765	147-A5	NEBRASKA_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-765	147-C3	POTOMAC_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-765	147-C3	TEXAS_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-765	147-C33	VERMONT_SERVICE_CENTER	October 11, 2019	May 08, 2020
I-765	147-C8	NEBRASKA_SERVICE_CENTER	January 08, 2020	May 08, 2020
I-765	147-C8	POTOMAC_SERVICE_CENTER	February 25, 2020	May 08, 2020
I-765	147-C8	TEXAS_SERVICE_CENTER	February 28, 2020	May 08, 2020
I-765	147-C9	CALIFORNIA_SERVICE_CENTER	December 24, 2019	May 08, 2020
I-765	147-C9	NEBRASKA_SERVICE_CENTER	November 10, 2019	May 08, 2020
I-765	147-C9	TEXAS_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-765	147-C9	VERMONT_SERVICE_CENTER	October 25, 2019	May 08, 2020
I-765	147-ELSAL	VERMONT_SERVICE_CENTER	October 11, 2019	May 08, 2020
I-765	147-HAITI	CALIFORNIA_SERVICE_CENTER	December 24, 2019	May 08, 2020
I-765	147-OTH	CALIFORNIA_SERVICE_CENTER	August 26, 2019	May 08, 2020
I-765	147-OTH	NEBRASKA_SERVICE_CENTER	November 10, 2019	May 08, 2020
I-765	147-OTH	POTOMAC_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-765	147-OTH	TEXAS_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-765	147-OTH	VERMONT_SERVICE_CENTER	October 11, 2019	May 08, 2020
I-765V	147-V	VERMONT_SERVICE_CENTER	December 25, 2019	May 08, 2020
I-817	150	TEXAS_SERVICE_CENTER	October 28, 2018	May 08, 2020
I-821	149-ELSALE	NEBRASKA_SERVICE_CENTER	October 10, 2019	May 08, 2020
I-821	149-ELSALE	VERMONT_SERVICE_CENTER	November 15, 2019	May 08, 2020
I-821	149-ELSALL	NEBRASKA_SERVICE_CENTER	October 10, 2019	May 08, 2020
I-821	149-ELSALL	VERMONT_SERVICE_CENTER	November 15, 2019	May 08, 2020
I-821	149-HAITII	CALIFORNIA_SERVICE_CENTER	December 24, 2019	May 08, 2020
I-821	149-HAITIR	CALIFORNIA_SERVICE_CENTER	December 24, 2019	May 08, 2020
I-821	149-MITCHE	NEBRASKA_SERVICE_CENTER	October 10, 2019	May 08, 2020
I-821	149-MITCHE	VERMONT_SERVICE_CENTER	November 15, 2019	May 08, 2020
I-821	149-MITCHL	NEBRASKA_SERVICE_CENTER	October 10, 2019	May 08, 2020
I-821	149-MITCHL	VERMONT_SERVICE_CENTER	November 15, 2019	May 08, 2020
I-821D	149-CAT	NEBRASKA_SERVICE_CENTER	October 27, 2019	May 08, 2020
I-821D	149-CAT	VERMONT_SERVICE_CENTER	November 01, 2019	May 08, 2020
I-821D	149-ECA	CALIFORNIA_SERVICE_CENTER	April 09, 2017	May 08, 2020
I-821D	149-ECA	NEBRASKA_SERVICE_CENTER	September 26, 2019	May 08, 2020
I-821D	149-ECA	VERMONT_SERVICE_CENTER	November 08, 2019	May 08, 2020
I-824	153	CALIFORNIA_SERVICE_CENTER	May 27, 2019	May 08, 2020
I-824	153	NEBRASKA_SERVICE_CENTER	May 27, 2019	May 08, 2020
I-824	153	TEXAS_SERVICE_CENTER	May 27, 2019	May 08, 2020
I-824	153	VERMONT_SERVICE_CENTER	May 27, 2019	May 08, 2020
I-90	I-90 Renewal	POTOMAC_SERVICE_CENTER	April 25, 2019	May 08, 2020
I-90	I-90 Replacement	POTOMAC_SERVICE_CENTER	June 14, 2019	May 08, 2020
I-914	914T	VERMONT_SERVICE_CENTER	February 16, 2018	May 08, 2020
I-918	918U	NEBRASKA_SERVICE_CENTER	October 08, 2015	May 08, 2020
I-918	918U	VERMONT_SERVICE_CENTER	October 08, 2015	May 08, 2020
I-929	929	VERMONT_SERVICE_CENTER	January 22, 2019	May 08, 2020
N-565	165	NEBRASKA_SERVICE_CENTER	August 09, 2018	May 08, 2020
N-565	165	TEXAS_SERVICE_CENTER	September 26, 2019	May 08, 2020
